IncidenceVerbs,IncidenceAdj,IncidenceNouns,IncidenceCon,IncidencePron,ContentIncidence,ContentDiversity,label
0.041,0.034,0.102,0.055,0.015,0.177,0.5784313725490197,Pop Rock
0.095,0.04,0.074,0.059,0.042,0.209,0.44468085106382976,Pop Rock
0.065,0.048,0.045,0.031,0.021,0.158,0.541095890410959,Pop Rock
0.109,0.033,0.108,0.079,0.048,0.25,0.5219206680584552,Pop Rock
0.045,0.014,0.071,0.024,0.02,0.13,0.4797047970479705,Pop Rock
0.072,0.027,0.055,0.043,0.038,0.154,0.532871972318339,Pop Rock
0.129,0.043,0.133,0.115,0.088,0.305,0.4825949367088608,Pop Rock
0.043,0.022,0.052,0.045,0.046,0.117,0.44150943396226416,Pop Rock
0.046,0.014,0.035,0.006,0.022,0.095,0.4947916666666667,Pop Rock
0.071,0.034,0.079,0.077,0.026,0.184,0.46582278481012657,Pop Rock
0.056,0.038,0.051,0.025,0.016,0.145,0.5197132616487455,Pop Rock
0.073,0.024,0.066,0.052,0.028,0.163,0.5,Pop Rock
0.048,0.02,0.048,0.035,0.021,0.116,0.5110132158590308,Pop Rock
0.068,0.032,0.063,0.045,0.024,0.163,0.5125786163522013,Pop Rock
0.091,0.039,0.068,0.032,0.067,0.198,0.526595744680851,Pop Rock
0.054,0.035,0.064,0.041,0.035,0.153,0.5444839857651246,Pop Rock
0.06,0.028,0.069,0.058,0.027,0.157,0.4952681388012618,Pop Rock
0.007,0.01,0.058,0.016,0.003,0.075,0.6944444444444444,Pop Rock
0.067,0.023,0.111,0.062,0.019,0.201,0.5388739946380697,Pop Rock
0.069,0.022,0.045,0.01,0.041,0.136,0.5093632958801498,Pop Rock
0.075,0.053,0.133,0.068,0.033,0.261,0.5945330296127562,Pop Rock
0.07,0.021,0.047,0.04,0.031,0.138,0.4946236559139785,Pop Rock
0.064,0.018,0.049,0.047,0.026,0.131,0.42258064516129035,Pop Rock
0.07,0.015,0.071,0.013,0.041,0.156,0.5379310344827586,Pop Rock
0.056,0.018,0.055,0.036,0.015,0.129,0.5352697095435685,Pop Rock
0.061,0.022,0.075,0.036,0.051,0.158,0.4968553459119497,Pop Rock
0.067,0.02,0.039,0.027,0.024,0.126,0.5316455696202531,Pop Rock
0.033,0.027,0.052,0.02,0.008,0.112,0.45901639344262296,Pop Rock
0.058,0.027,0.054,0.026,0.01,0.139,0.5245283018867924,Pop Rock
0.114,0.017,0.033,0.039,0.063,0.164,0.4304461942257218,Pop Rock
0.052,0.03,0.075,0.025,0.032,0.157,0.5451388888888888,Pop Rock
0.065,0.009,0.046,0.018,0.026,0.12,0.5128205128205128,Pop Rock
0.048,0.021,0.062,0.028,0.033,0.131,0.4746376811594203,Pop Rock
0.049,0.015,0.037,0.024,0.028,0.101,0.41735537190082644,Pop Rock
0.079,0.023,0.039,0.017,0.052,0.141,0.4051724137931034,Pop Rock
0.056,0.042,0.084,0.057,0.032,0.182,0.5498489425981873,Pop Rock
0.063,0.062,0.088,0.048,0.023,0.213,0.5071428571428571,Pop Rock
0.043,0.017,0.067,0.073,0.019,0.127,0.42333333333333334,Pop Rock
0.081,0.051,0.126,0.063,0.054,0.258,0.49236641221374045,Pop Rock
0.048,0.022,0.076,0.04,0.041,0.146,0.5387453874538746,Pop Rock
0.05,0.01,0.027,0.026,0.027,0.087,0.3901345291479821,Pop Rock
0.085,0.04,0.075,0.035,0.04,0.2,0.5089058524173028,Pop Rock
0.061,0.02,0.056,0.034,0.051,0.137,0.4506578947368421,Pop Rock
0.046,0.019,0.059,0.048,0.042,0.124,0.4305555555555556,Pop Rock
0.06,0.014,0.063,0.071,0.037,0.137,0.44193548387096776,Pop Rock
0.071,0.033,0.067,0.051,0.031,0.171,0.48169014084507045,Pop Rock
0.03,0.012,0.034,0.037,0.011,0.076,0.4662576687116564,Pop Rock
0.07,0.039,0.105,0.064,0.023,0.214,0.5417721518987342,Pop Rock
0.086,0.021,0.077,0.064,0.028,0.184,0.5459940652818991,Pop Rock
0.053,0.019,0.099,0.037,0.028,0.171,0.5738255033557047,Pop Rock
0.077,0.015,0.06,0.053,0.056,0.152,0.4578313253012048,Pop Rock
0.079,0.022,0.063,0.06,0.037,0.164,0.45054945054945056,Pop Rock
0.047,0.02,0.05,0.035,0.021,0.117,0.4875,Pop Rock
0.087,0.038,0.062,0.055,0.02,0.187,0.5223463687150838,Pop Rock
0.062,0.028,0.08,0.026,0.026,0.17,0.5059523809523809,Pop Rock
0.054,0.015,0.056,0.038,0.028,0.125,0.4280821917808219,Pop Rock
0.063,0.022,0.042,0.041,0.017,0.127,0.46691176470588236,Pop Rock
0.09,0.013,0.036,0.027,0.051,0.139,0.47278911564625853,Pop Rock
0.059,0.015,0.036,0.027,0.038,0.11,0.4661016949152542,Pop Rock
0.116,0.038,0.069,0.071,0.072,0.223,0.4694736842105263,Pop Rock
0.056,0.013,0.077,0.072,0.011,0.146,0.477124183006536,Pop Rock
0.069,0.028,0.068,0.018,0.026,0.165,0.5956678700361011,Pop Rock
0.034,0.018,0.043,0.021,0.015,0.095,0.5459770114942529,Pop Rock
0.045,0.02,0.054,0.028,0.014,0.119,0.4857142857142857,Pop Rock
0.078,0.021,0.054,0.055,0.073,0.153,0.40369393139841686,Pop Rock
0.113,0.05,0.105,0.042,0.053,0.268,0.532803180914513,Pop Rock
0.073,0.02,0.041,0.024,0.022,0.134,0.5403225806451613,Pop Rock
0.061,0.014,0.039,0.025,0.035,0.114,0.4318181818181818,Pop Rock
0.064,0.007,0.044,0.044,0.012,0.115,0.4956896551724138,Pop Rock
0.144,0.054,0.167,0.086,0.114,0.365,0.5289855072463768,Pop Rock
0.049,0.008,0.062,0.068,0.028,0.119,0.40893470790378006,Pop Rock
0.04,0.009,0.03,0.023,0.023,0.079,0.42934782608695654,Pop Rock
0.096,0.041,0.158,0.08,0.039,0.295,0.5383211678832117,Pop Rock
0.056,0.03,0.107,0.04,0.034,0.193,0.546742209631728,Pop Rock
0.065,0.032,0.023,0.019,0.017,0.12,0.4528301886792453,Pop Rock
0.103,0.033,0.053,0.044,0.05,0.189,0.4934725848563969,Pop Rock
0.06,0.021,0.038,0.034,0.028,0.119,0.5151515151515151,Pop Rock
0.064,0.029,0.064,0.027,0.036,0.157,0.5470383275261324,Pop Rock
0.098,0.026,0.058,0.032,0.046,0.182,0.5986842105263158,Pop Rock
0.079,0.036,0.043,0.031,0.047,0.158,0.5146579804560261,Pop Rock
0.066,0.023,0.057,0.018,0.044,0.146,0.5069444444444444,Pop Rock
0.052,0.017,0.046,0.056,0.016,0.115,0.4423076923076923,Pop Rock
0.101,0.032,0.055,0.041,0.025,0.188,0.5280898876404494,Pop Rock
0.064,0.026,0.083,0.05,0.043,0.173,0.5118343195266272,Pop Rock
0.082,0.024,0.134,0.09,0.081,0.24,0.47337278106508873,Pop Rock
0.035,0.016,0.081,0.044,0.006,0.132,0.7292817679558011,Pop Rock
0.042,0.024,0.05,0.027,0.022,0.116,0.6010362694300518,Pop Rock
0.021,0.004,0.026,0.029,0.003,0.051,0.3953488372093023,Pop Rock
0.037,0.027,0.054,0.06,0.012,0.118,0.4419475655430712,Pop Rock
0.067,0.014,0.038,0.032,0.026,0.119,0.483739837398374,Pop Rock
0.025,0.005,0.034,0.024,0.012,0.064,0.42105263157894735,Pop Rock
0.042,0.013,0.047,0.045,0.014,0.102,0.46153846153846156,Pop Rock
0.063,0.017,0.05,0.04,0.037,0.13,0.4513888888888889,Pop Rock
0.052,0.014,0.067,0.044,0.023,0.133,0.4962686567164179,Pop Rock
0.115,0.04,0.117,0.092,0.087,0.272,0.46815834767641995,Pop Rock
0.045,0.008,0.026,0.012,0.036,0.079,0.44886363636363635,Pop Rock
0.093,0.048,0.147,0.043,0.036,0.288,0.6824644549763034,Pop Rock
0.041,0.022,0.033,0.02,0.022,0.096,0.45933014354066987,Pop Rock
0.008,0.01,0.037,0.034,0.004,0.055,0.4365079365079365,Pop Rock
0.048,0.028,0.037,0.027,0.016,0.113,0.5280373831775701,Pop Rock
0.024,0.015,0.051,0.019,0.008,0.09,0.6293706293706294,Pop Rock
0.032,0.018,0.03,0.017,0.008,0.08,0.5228758169934641,Pop Rock
0.041,0.017,0.019,0.016,0.019,0.077,0.5273972602739726,Pop Rock
0.125,0.04,0.109,0.099,0.088,0.274,0.4683760683760684,Pop Rock
0.063,0.019,0.039,0.042,0.015,0.121,0.4384057971014493,Pop Rock
0.067,0.027,0.053,0.055,0.039,0.147,0.4523076923076923,Pop Rock
0.032,0.013,0.043,0.03,0.036,0.088,0.43781094527363185,Pop Rock
0.069,0.019,0.042,0.022,0.031,0.13,0.44982698961937717,Pop Rock
0.043,0.009,0.028,0.018,0.017,0.08,0.49079754601226994,Pop Rock
0.054,0.049,0.048,0.034,0.022,0.151,0.5551470588235294,Pop Rock
0.073,0.023,0.119,0.079,0.04,0.215,0.5613577023498695,Pop Rock
0.034,0.006,0.042,0.019,0.018,0.082,0.43617021276595747,Pop Rock
0.059,0.021,0.141,0.015,0.017,0.221,0.6443148688046647,Pop Rock
0.081,0.004,0.037,0.027,0.029,0.122,0.45864661654135336,Pop Rock
0.067,0.026,0.052,0.073,0.029,0.145,0.48333333333333334,Pop Rock
0.055,0.028,0.071,0.048,0.031,0.154,0.5238095238095238,Pop Rock
0.057,0.024,0.04,0.034,0.03,0.121,0.5238095238095238,Pop Rock
0.091,0.023,0.056,0.022,0.051,0.17,0.5592105263157895,Pop Rock
0.117,0.062,0.156,0.05,0.059,0.335,0.5775862068965517,Pop Rock
0.06,0.012,0.047,0.029,0.03,0.119,0.46484375,Pop Rock
0.025,0.024,0.051,0.03,0.033,0.1,0.4291845493562232,Pop Rock
0.025,0.015,0.042,0.026,0.016,0.082,0.5030674846625767,Pop Rock
0.045,0.01,0.079,0.036,0.013,0.134,0.5560165975103735,Pop Rock
0.072,0.026,0.048,0.034,0.05,0.146,0.4620253164556962,Pop Rock
0.021,0.011,0.032,0.03,0.009,0.064,0.4266666666666667,Pop Rock
0.079,0.021,0.058,0.039,0.037,0.158,0.512987012987013,Pop Rock
0.098,0.031,0.084,0.07,0.062,0.213,0.4650655021834061,Pop Rock
0.051,0.017,0.062,0.023,0.037,0.13,0.5327868852459017,Pop Rock
0.036,0.014,0.062,0.045,0.011,0.112,0.5384615384615384,Pop Rock
0.06,0.01,0.044,0.036,0.024,0.114,0.4634146341463415,Pop Rock
0.081,0.031,0.057,0.048,0.036,0.169,0.4424083769633508,Pop Rock
0.055,0.012,0.061,0.05,0.031,0.128,0.47058823529411764,Power-Pop
0.044,0.018,0.067,0.069,0.004,0.129,0.5222672064777328,Power-Pop
0.023,0.008,0.025,0.02,0.011,0.056,0.509090909090909,Power-Pop
0.021,0.013,0.031,0.027,0.01,0.065,0.5701754385964912,Power-Pop
0.056,0.028,0.038,0.054,0.039,0.122,0.43884892086330934,Power-Pop
0.033,0.013,0.044,0.036,0.022,0.09,0.4712041884816754,Power-Pop
0.058,0.019,0.057,0.047,0.014,0.134,0.5296442687747036,Power-Pop
0.035,0.012,0.052,0.028,0.012,0.099,0.6513157894736842,Power-Pop
0.045,0.018,0.064,0.021,0.025,0.127,0.5906976744186047,Power-Pop
0.047,0.026,0.033,0.022,0.02,0.106,0.6091954022988506,Power-Pop
0.03,0.009,0.023,0.016,0.009,0.062,0.484375,Power-Pop
0.057,0.028,0.058,0.026,0.031,0.143,0.5652173913043478,Power-Pop
0.074,0.006,0.027,0.025,0.034,0.107,0.46120689655172414,Power-Pop
0.057,0.031,0.07,0.074,0.029,0.158,0.4952978056426332,Power-Pop
0.061,0.015,0.031,0.034,0.039,0.107,0.47555555555555556,Power-Pop
0.026,0.03,0.045,0.024,0.013,0.101,0.5233160621761658,Power-Pop
0.027,0.007,0.052,0.03,0.014,0.086,0.5180722891566265,Power-Pop
0.054,0.022,0.047,0.023,0.039,0.123,0.5,Power-Pop
0.054,0.008,0.047,0.033,0.011,0.109,0.558974358974359,Power-Pop
0.039,0.009,0.035,0.032,0.016,0.083,0.49700598802395207,Power-Pop
0.063,0.024,0.037,0.034,0.026,0.124,0.5040650406504065,Power-Pop
0.083,0.024,0.065,0.052,0.042,0.172,0.5425867507886435,Power-Pop
0.043,0.013,0.038,0.017,0.027,0.094,0.5108695652173914,Power-Pop
0.048,0.019,0.054,0.05,0.019,0.121,0.4583333333333333,Power-Pop
0.045,0.016,0.045,0.028,0.018,0.106,0.5023696682464455,Power-Pop
0.098,0.012,0.072,0.068,0.054,0.182,0.5069637883008357,Power-Pop
0.047,0.019,0.051,0.04,0.025,0.117,0.5043103448275862,Power-Pop
0.05,0.019,0.039,0.024,0.016,0.108,0.5373134328358209,Power-Pop
0.049,0.017,0.024,0.018,0.019,0.09,0.5325443786982249,Power-Pop
0.048,0.021,0.048,0.04,0.016,0.117,0.4875,Power-Pop
0.031,0.007,0.029,0.009,0.013,0.067,0.6442307692307693,Power-Pop
0.028,0.012,0.018,0.012,0.027,0.058,0.453125,Power-Pop
0.034,0.007,0.033,0.029,0.017,0.074,0.4567901234567901,Power-Pop
0.047,0.008,0.047,0.064,0.016,0.102,0.4434782608695652,Power-Pop
0.03,0.012,0.048,0.034,0.011,0.09,0.5660377358490566,Power-Pop
0.034,0.008,0.029,0.019,0.024,0.071,0.4896551724137931,Power-Pop
0.033,0.009,0.028,0.035,0.018,0.07,0.42424242424242425,Power-Pop
0.04,0.011,0.037,0.029,0.026,0.088,0.4888888888888889,Power-Pop
0.042,0.018,0.048,0.039,0.021,0.108,0.48214285714285715,Power-Pop
0.049,0.019,0.055,0.048,0.029,0.123,0.4939759036144578,Power-Pop
0.068,0.019,0.061,0.04,0.013,0.148,0.5285714285714286,Power-Pop
0.028,0.009,0.029,0.032,0.03,0.066,0.39520958083832336,Power-Pop
0.067,0.022,0.076,0.061,0.023,0.165,0.4782608695652174,Power-Pop
0.055,0.014,0.05,0.037,0.032,0.119,0.5042372881355932,Power-Pop
0.028,0.011,0.02,0.024,0.011,0.059,0.44360902255639095,Power-Pop
0.028,0.013,0.036,0.019,0.011,0.077,0.6311475409836066,Power-Pop
0.031,0.01,0.031,0.046,0.027,0.072,0.4044943820224719,Pop Rock
0.05,0.02,0.055,0.062,0.022,0.125,0.4562043795620438,Pop Rock
0.06,0.016,0.042,0.042,0.033,0.118,0.46825396825396826,Pop Rock
0.049,0.014,0.045,0.029,0.004,0.108,0.5217391304347826,Pop Rock
0.034,0.029,0.063,0.022,0.017,0.126,0.5454545454545454,Pop Rock
0.034,0.022,0.052,0.028,0.025,0.108,0.5242718446601942,Pop Rock
0.067,0.015,0.05,0.056,0.041,0.132,0.42718446601941745,Pop Rock
0.074,0.022,0.057,0.06,0.034,0.153,0.45132743362831856,Pop Rock
0.015,0.003,0.049,0.053,0.011,0.067,0.39644970414201186,Pop Rock
0.037,0.018,0.032,0.026,0.013,0.087,0.5240963855421686,Pop Rock
0.052,0.013,0.07,0.051,0.032,0.135,0.4560810810810811,Pop Rock
0.045,0.004,0.043,0.049,0.01,0.092,0.4125560538116592,Pop Rock
0.05,0.017,0.056,0.048,0.015,0.123,0.44565217391304346,Pop Rock
0.033,0.013,0.035,0.036,0.01,0.081,0.46551724137931033,Pop Rock
0.039,0.017,0.036,0.028,0.018,0.092,0.423963133640553,Pop Rock
0.044,0.024,0.076,0.041,0.02,0.144,0.5454545454545454,Pop Rock
0.056,0.014,0.054,0.047,0.012,0.124,0.4542124542124542,Pop Rock
0.036,0.021,0.066,0.035,0.012,0.123,0.5668202764976958,Pop Rock
0.037,0.021,0.039,0.041,0.022,0.097,0.470873786407767,Pop Rock
0.032,0.026,0.055,0.033,0.018,0.113,0.6686390532544378,Pop Rock
0.058,0.018,0.044,0.032,0.045,0.12,0.44609665427509293,Pop Rock
0.036,0.021,0.064,0.036,0.009,0.121,0.5475113122171946,Pop Rock
0.027,0.013,0.032,0.037,0.017,0.072,0.3956043956043956,Pop Rock
0.049,0.035,0.058,0.053,0.017,0.142,0.5017667844522968,Pop Rock
0.035,0.019,0.036,0.034,0.019,0.09,0.46875,Pop Rock
0.047,0.018,0.056,0.054,0.025,0.121,0.44485294117647056,Pop Rock
0.034,0.008,0.039,0.041,0.014,0.081,0.45251396648044695,Pop Rock
0.041,0.012,0.065,0.044,0.02,0.118,0.5728155339805825,Pop Rock
0.026,0.011,0.056,0.045,0.008,0.093,0.4793814432989691,Pop Rock
0.052,0.02,0.063,0.051,0.038,0.135,0.4639175257731959,Pop Rock
0.043,0.014,0.025,0.021,0.012,0.082,0.49696969696969695,Pop Rock
0.028,0.012,0.036,0.044,0.015,0.076,0.4444444444444444,Pop Rock
0.067,0.02,0.054,0.036,0.022,0.141,0.5183823529411765,Pop Rock
0.051,0.014,0.063,0.029,0.026,0.128,0.5663716814159292,Pop Rock
0.052,0.013,0.034,0.029,0.022,0.099,0.47596153846153844,Pop Rock
0.042,0.022,0.06,0.063,0.019,0.124,0.4397163120567376,Pop Rock
0.06,0.014,0.073,0.036,0.048,0.147,0.6125,Pop Rock
0.033,0.011,0.049,0.052,0.009,0.093,0.48186528497409326,Pop Rock
0.031,0.012,0.036,0.029,0.017,0.079,0.5163398692810458,Pop Rock
0.056,0.01,0.026,0.013,0.014,0.092,0.5,Pop Rock
0.059,0.027,0.059,0.06,0.043,0.145,0.45741324921135645,Pop Rock
0.022,0.012,0.023,0.009,0.007,0.057,0.5876288659793815,Pop Rock
0.027,0.011,0.036,0.034,0.004,0.074,0.5362318840579711,Pop Rock
0.053,0.031,0.063,0.039,0.006,0.147,0.5287769784172662,Pop Rock
0.033,0.023,0.075,0.075,0.005,0.131,0.5390946502057613,Pop Rock
0.055,0.034,0.059,0.049,0.021,0.148,0.4668769716088328,Pop Rock
0.056,0.023,0.071,0.061,0.011,0.15,0.48859934853420195,Pop Rock
0.066,0.03,0.057,0.052,0.024,0.153,0.523972602739726,Pop Rock
0.012,0.01,0.042,0.026,0.003,0.064,0.5818181818181818,Pop Rock
0.057,0.021,0.048,0.034,0.041,0.126,0.44366197183098594,Pop Rock
0.067,0.025,0.081,0.04,0.034,0.173,0.5844594594594594,Pop Rock
0.06,0.027,0.076,0.054,0.013,0.163,0.5292207792207793,Pop Rock
0.046,0.021,0.025,0.034,0.024,0.092,0.4200913242009132,Pop Rock
0.054,0.015,0.051,0.055,0.02,0.12,0.43956043956043955,Pop Rock
0.021,0.01,0.057,0.017,0.017,0.088,0.4835164835164835,Pop Rock
0.033,0.032,0.045,0.035,0.021,0.11,0.5555555555555556,Pop Rock
0.03,0.013,0.045,0.04,0.012,0.088,0.5028571428571429,Pop Rock
0.062,0.017,0.057,0.06,0.041,0.136,0.4263322884012539,Pop Rock
0.042,0.012,0.077,0.066,0.019,0.131,0.5481171548117155,Pop Rock
0.04,0.01,0.034,0.024,0.017,0.084,0.45652173913043476,Pop Rock
0.046,0.016,0.053,0.054,0.011,0.115,0.4811715481171548,Pop Rock
0.05,0.021,0.063,0.073,0.013,0.134,0.47017543859649125,Pop Rock
0.053,0.026,0.069,0.057,0.012,0.148,0.5584905660377358,Pop Rock
0.034,0.021,0.054,0.05,0.007,0.109,0.5165876777251185,Pop Rock
0.049,0.022,0.056,0.043,0.008,0.127,0.5669642857142857,Pop Rock
0.065,0.018,0.058,0.031,0.032,0.141,0.4812286689419795,Pop Rock
0.072,0.007,0.077,0.056,0.028,0.156,0.47416413373860183,Pop Rock
0.031,0.006,0.039,0.035,0.011,0.076,0.48717948717948717,Pop Rock
0.044,0.014,0.068,0.064,0.016,0.126,0.46153846153846156,Pop Rock
0.046,0.021,0.034,0.016,0.023,0.101,0.4334763948497854,Pop Rock
0.065,0.02,0.064,0.046,0.031,0.149,0.4775641025641026,Pop Rock
0.047,0.009,0.057,0.032,0.025,0.113,0.4788135593220339,Pop Rock
0.082,0.01,0.114,0.038,0.018,0.206,0.6602564102564102,Pop Rock
0.057,0.027,0.061,0.039,0.02,0.145,0.5576923076923077,Pop Rock
0.027,0.009,0.06,0.05,0.007,0.096,0.5052631578947369,Pop Rock
0.059,0.017,0.07,0.05,0.042,0.146,0.5725490196078431,Pop Rock
0.022,0.01,0.028,0.018,0.02,0.06,0.46511627906976744,Pop Rock
0.056,0.014,0.045,0.032,0.018,0.115,0.48523206751054854,Pop Rock
0.061,0.02,0.057,0.028,0.031,0.138,0.4859154929577465,Pop Rock
0.021,0.013,0.039,0.037,0.013,0.073,0.437125748502994,Pop Rock
0.046,0.012,0.036,0.035,0.026,0.094,0.4519230769230769,Pop Rock
0.04,0.02,0.06,0.039,0.016,0.12,0.5106382978723404,Pop Rock
0.028,0.015,0.041,0.015,0.026,0.084,0.5833333333333334,Pop Rock
0.052,0.021,0.042,0.051,0.02,0.115,0.5133928571428571,Pop Rock
0.098,0.011,0.053,0.028,0.057,0.162,0.5806451612903226,Pop Rock
0.052,0.021,0.038,0.027,0.015,0.111,0.5663265306122449,Pop Rock
0.054,0.032,0.062,0.041,0.032,0.148,0.5606060606060606,Pop Rock
0.016,0.007,0.049,0.04,0.006,0.072,0.5070422535211268,Pop Rock
0.048,0.015,0.042,0.034,0.022,0.105,0.47297297297297297,Pop Rock
0.052,0.017,0.052,0.045,0.009,0.121,0.47265625,Pop Rock
0.026,0.009,0.04,0.045,0.012,0.075,0.42857142857142855,Pop Rock
0.043,0.017,0.054,0.045,0.023,0.114,0.456,Pop Rock
0.042,0.016,0.055,0.031,0.014,0.113,0.5432692307692307,Pop Rock
0.043,0.01,0.019,0.032,0.015,0.072,0.48,Pop Rock
0.036,0.015,0.056,0.058,0.015,0.107,0.4495798319327731,Pop Rock
0.043,0.017,0.037,0.042,0.031,0.097,0.4409090909090909,Pop Rock
0.028,0.019,0.086,0.049,0.012,0.133,0.6186046511627907,Pop Rock
0.032,0.004,0.043,0.03,0.017,0.079,0.5197368421052632,Pop Rock
0.025,0.009,0.025,0.015,0.011,0.059,0.5566037735849056,Pop Rock
0.03,0.022,0.039,0.026,0.01,0.091,0.6546762589928058,Pop Rock
0.041,0.043,0.07,0.055,0.019,0.154,0.5220338983050847,Pop Rock
0.062,0.02,0.071,0.069,0.017,0.153,0.5645756457564576,Pop Rock
0.04,0.014,0.056,0.051,0.019,0.11,0.45643153526970953,Pop Rock
0.076,0.022,0.038,0.035,0.044,0.136,0.5151515151515151,Pop Rock
0.04,0.054,0.11,0.029,0.019,0.204,0.53125,Pop Rock
0.051,0.01,0.053,0.029,0.023,0.114,0.6195652173913043,Pop Rock
0.028,0.013,0.045,0.036,0.009,0.086,0.4858757062146893,Pop Rock
0.04,0.009,0.032,0.029,0.022,0.081,0.43315508021390375,Pop Rock
0.051,0.022,0.065,0.058,0.034,0.138,0.46153846153846156,Pop Rock
0.037,0.013,0.041,0.014,0.024,0.091,0.6691176470588235,Pop Rock
0.027,0.005,0.036,0.034,0.008,0.068,0.4594594594594595,Pop Rock
0.047,0.017,0.055,0.045,0.019,0.119,0.5151515151515151,Pop Rock
0.041,0.01,0.044,0.053,0.009,0.095,0.45454545454545453,Pop Rock
0.05,0.024,0.07,0.054,0.015,0.144,0.508833922261484,Pop Rock
0.045,0.011,0.042,0.028,0.019,0.098,0.5414364640883977,Pop Rock
0.033,0.007,0.041,0.037,0.021,0.081,0.4153846153846154,Pop Rock
0.046,0.019,0.05,0.04,0.02,0.115,0.5897435897435898,Pop Rock
0.043,0.004,0.025,0.032,0.036,0.072,0.35467980295566504,Pop Rock
0.03,0.012,0.053,0.038,0.017,0.095,0.45023696682464454,Pop Rock
0.04,0.015,0.078,0.063,0.009,0.133,0.5732758620689655,Pop Rock
0.048,0.009,0.058,0.027,0.017,0.115,0.5066079295154186,Pop Rock
0.054,0.022,0.085,0.062,0.016,0.161,0.4938650306748466,Pop Rock
0.053,0.022,0.032,0.025,0.014,0.107,0.5270935960591133,Pop Rock
0.051,0.019,0.048,0.025,0.026,0.118,0.6413043478260869,Pop Rock
0.022,0.003,0.041,0.034,0.01,0.066,0.4429530201342282,Pop Rock
0.03,0.012,0.035,0.024,0.014,0.077,0.5661764705882353,Pop Rock
0.025,0.023,0.077,0.028,0.022,0.125,0.702247191011236,Pop Rock
0.056,0.016,0.046,0.027,0.03,0.118,0.5,Pop Rock
0.04,0.014,0.051,0.038,0.021,0.105,0.5645161290322581,Pop Rock
0.036,0.007,0.043,0.027,0.009,0.086,0.5972222222222222,Pop Rock
0.044,0.014,0.036,0.024,0.018,0.094,0.5310734463276836,Pop Rock
0.071,0.012,0.075,0.043,0.04,0.158,0.5448275862068965,Pop Rock
0.039,0.025,0.057,0.021,0.018,0.121,0.6648351648351648,Pop Rock
0.02,0.003,0.027,0.017,0.004,0.05,0.5319148936170213,Pop Rock
0.039,0.012,0.055,0.09,0.028,0.106,0.375886524822695,Pop Rock
0.021,0.009,0.027,0.008,0.01,0.057,0.5277777777777778,Pop Rock
0.025,0.008,0.027,0.014,0.03,0.06,0.5555555555555556,Pop Rock
0.047,0.01,0.032,0.014,0.017,0.089,0.5297619047619048,Pop Rock
0.056,0.018,0.031,0.029,0.028,0.105,0.4411764705882353,Pop Rock
0.031,0.002,0.025,0.024,0.009,0.058,0.5132743362831859,Pop Rock
0.029,0.008,0.037,0.033,0.014,0.074,0.4713375796178344,Pop Rock
0.051,0.015,0.052,0.047,0.035,0.118,0.5244444444444445,Pop Rock
0.057,0.013,0.046,0.041,0.032,0.116,0.5272727272727272,Pop Rock
0.015,0.007,0.029,0.035,0.007,0.051,0.4015748031496063,Pop Rock
0.055,0.019,0.052,0.059,0.033,0.126,0.4329896907216495,Pop Rock
0.031,0.019,0.047,0.033,0.016,0.097,0.5987654320987654,Pop Rock
0.026,0.012,0.068,0.05,0.008,0.106,0.6666666666666666,Pop Rock
0.033,0.011,0.052,0.021,0.016,0.096,0.5714285714285714,Pop Rock
0.036,0.02,0.094,0.051,0.021,0.15,0.5338078291814946,Pop Rock
0.039,0.014,0.039,0.033,0.013,0.092,0.5714285714285714,Pop Rock
0.024,0.034,0.104,0.074,0.012,0.162,0.50625,Pop Rock
0.037,0.014,0.038,0.031,0.013,0.089,0.46596858638743455,Pop Rock
0.098,0.033,0.084,0.064,0.06,0.215,0.47149122807017546,Pop Rock
0.033,0.013,0.057,0.042,0.004,0.103,0.5073891625615764,Pop Rock
0.034,0.019,0.036,0.023,0.004,0.089,0.6180555555555556,Pop Rock
0.028,0.008,0.036,0.031,0.004,0.072,0.4897959183673469,Pop Rock
0.015,0.017,0.036,0.029,0.006,0.068,0.4533333333333333,Pop Rock
0.019,0.006,0.02,0.018,0.006,0.045,0.4787234042553192,Pop Rock
0.021,0.005,0.034,0.014,0.013,0.06,0.48,Pop Rock
0.04,0.013,0.051,0.053,0.016,0.104,0.4642857142857143,Pop Rock
0.043,0.022,0.052,0.057,0.022,0.117,0.47950819672131145,Pop Rock
0.049,0.018,0.069,0.045,0.022,0.136,0.4874551971326165,Pop Rock
0.037,0.018,0.045,0.013,0.006,0.1,0.5988023952095808,Pop Rock
0.039,0.017,0.087,0.039,0.03,0.143,0.556420233463035,Pop Rock
0.024,0.012,0.04,0.024,0.006,0.076,0.6551724137931034,Pop Rock
0.038,0.029,0.071,0.047,0.028,0.138,0.5798319327731093,Pop Rock
0.036,0.011,0.057,0.038,0.023,0.104,0.5683060109289617,Pop Rock
0.045,0.017,0.058,0.048,0.021,0.12,0.5063291139240507,Pop Rock
0.035,0.013,0.027,0.005,0.025,0.075,0.4573170731707317,Pop Rock
0.032,0.013,0.04,0.027,0.018,0.085,0.4913294797687861,Pop Rock
0.053,0.033,0.091,0.085,0.025,0.177,0.49441340782122906,Pop Rock
0.059,0.015,0.072,0.051,0.01,0.146,0.5725490196078431,Pop Rock
0.051,0.006,0.036,0.015,0.012,0.093,0.5224719101123596,Pop Rock
